"No.","Time","Source","Destination","Protocol","Length","Info"
"201","1.796334","192.168.1.216","192.168.1.2","TCP","54","49687  >  88 [ACK] Seq=1650 Ack=1679 Win=262656 Len=0"
"202","1.796439","192.168.1.216","192.168.1.2","TCP","54","49687  >  88 [FIN, ACK] Seq=1650 Ack=1679 Win=262656 Len=0"
"203","1.796542","192.168.1.2","192.168.1.216","TCP","54","88  >  49687 [ACK] Seq=1679 Ack=1651 Win=2102272 Len=0"
"204","1.796602","192.168.1.2","192.168.1.216","TCP","54","88  >  49687 [RST, ACK] Seq=1679 Ack=1651 Win=0 Len=0"
"205","1.796939","192.168.1.216","192.168.1.2","TCP","1514","49670  >  445 [ACK] Seq=342 Ack=565 Win=2101760 Len=1460 [TCP segment of a reassembled PDU]"
"206","1.796941","192.168.1.216","192.168.1.2","TCP","1514","49670  >  445 [ACK] Seq=1802 Ack=565 Win=2101760 Len=1460 [TCP segment of a reassembled PDU]"
"207","1.796942","192.168.1.216","192.168.1.2","SMB2","824","Session Setup Request"
"208","1.797111","192.168.1.2","192.168.1.216","TCP","54","445  >  49670 [ACK] Seq=565 Ack=4032 Win=2102272 Len=0"
"209","1.797461","192.168.1.216","192.168.1.2","TCP","1514","49686  >  389 [ACK] Seq=351 Ack=2774 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"210","1.797464","192.168.1.216","192.168.1.2","LDAP","663","bindRequest(9) ""<ROOT>"" sasl "
"211","1.797583","192.168.1.2","192.168.1.216","TCP","54","389  >  49686 [ACK] Seq=2774 Ack=2420 Win=2102272 Len=0"
"212","1.798093","192.168.1.2","192.168.1.216","SMB2","314","Session Setup Response"
"213","1.798142","192.168.1.2","192.168.1.216","LDAP","264","bindResponse(9) success "
"214","1.798591","192.168.1.216","192.168.1.2","SMB2","200","Tree Connect Request Tree: \\\\SPOONWATCH-DC.spoonwatch.net\\IPC$"
"215","1.798791","192.168.1.2","192.168.1.216","SMB2","138","Tree Connect Response"
"216","1.798953","192.168.1.216","192.168.1.2","SMB2","178","Ioctl Request FSCTL_QUERY_NETWORK_INTERFACE_INFO"
"217","1.799100","192.168.1.2","192.168.1.216","SMB2","322","Ioctl Response FSCTL_QUERY_NETWORK_INTERFACE_INFO"
"218","1.799115","192.168.1.216","192.168.1.2","LDAP","191","SASL GSS-API Privacy: payload (73 bytes)"
"219","1.799303","192.168.1.2","192.168.1.216","LDAP","219","SASL GSS-API Privacy: payload (101 bytes)"
"220","1.799889","192.168.1.216","192.168.1.2","LDAP","248","SASL GSS-API Privacy: payload (130 bytes)"
"221","1.800185","192.168.1.2","192.168.1.216","LDAP","636","SASL GSS-API Privacy: payload (518 bytes)"
"222","1.800893","192.168.1.216","192.168.1.2","DNS","131","Standard query 0xe115 SRV _ldap._tcp.Default-First-Site-Name._sites.ForestDnsZones.spoonwatch.net"
"223","1.801120","192.168.1.2","192.168.1.216","DNS","195","Standard query response 0xe115 SRV _ldap._tcp.Default-First-Site-Name._sites.ForestDnsZones.spoonwatch.net SRV 0 100 389 spoonwatch-dc.spoonwatch.net A 192.168.1.2"
"224","1.805713","192.168.1.216","192.168.1.2","TCP","1514","49677  >  49667 [ACK] Seq=1 Ack=1 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"225","1.805716","192.168.1.216","192.168.1.2","DCERPC","772","Bind: call_id: 2, Fragment: Single, 3 context items: DRSUAPI V4.0 (32bit NDR), DRSUAPI V4.0 (64bit NDR), DRSUAPI V4.0 (6cb71c2c-9812-4540-0300-000000000000)"
"226","1.805879","192.168.1.2","192.168.1.216","TCP","54","49667  >  49677 [ACK] Seq=1 Ack=2179 Win=2102272 Len=0"
"227","1.806469","192.168.1.216","192.168.1.2","TCP","66","49675  >  135 [ACK] Seq=329 Ack=353 Win=262400 Len=0 SLE=85 SRE=353"
"228","1.806666","192.168.1.2","192.168.1.216","DCERPC","338","Bind_ack: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 3 results: Provider rejection, Acceptance, Negotiate ACK"
"229","1.806868","192.168.1.216","192.168.1.2","TCP","66","49688  >  88 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"230","1.806977","192.168.1.216","192.168.1.2","TCP","1514","49681  >  49667 [ACK] Seq=1 Ack=1 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"231","1.806980","192.168.1.216","192.168.1.2","DCERPC","772","Bind: call_id: 3, Fragment: Single, 2 context items: DRSUAPI V4.0 (32bit NDR), DRSUAPI V4.0 (64bit NDR)"
"232","1.807012","192.168.1.2","192.168.1.216","TCP","66","88  >  49688 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"233","1.807171","192.168.1.216","192.168.1.2","TCP","54","49688  >  88 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"234","1.807196","192.168.1.216","192.168.1.2","TCP","1514","49688  >  88 [ACK] Seq=1 Ack=1 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"235","1.807197","192.168.1.216","192.168.1.2","KRB5","464","TGS-REQ"
"236","1.807202","192.168.1.2","192.168.1.216","TCP","54","49667  >  49681 [ACK] Seq=1 Ack=2179 Win=2102272 Len=0"
"237","1.807366","192.168.1.216","192.168.1.2","DCERPC","274","Alter_context: call_id: 2, Fragment: Single, 1 context items: DRSUAPI V4.0 (64bit NDR)"
"238","1.807513","192.168.1.2","192.168.1.216","TCP","54","88  >  49688 [ACK] Seq=1 Ack=1871 Win=2102272 Len=0"
"239","1.807984","192.168.1.2","192.168.1.216","DCERPC","159","Alter_context_resp: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
"240","1.808188","192.168.1.2","192.168.1.216","DCERPC","314","Bind_ack: call_id: 3, Fragment: Single, max_xmit: 5840 max_recv: 5840, 2 results: Provider rejection, Acceptance"
"241","1.808277","192.168.1.216","192.168.1.2","DRSUAPI","322","DsBind request"
"242","1.808372","192.168.1.2","192.168.1.216","TCP","1514","88  >  49688 [ACK] Seq=1 Ack=1871 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"243","1.808376","192.168.1.2","192.168.1.216","KRB5","403","TGS-REP"
"244","1.808474","192.168.1.216","192.168.1.2","TCP","54","49688  >  88 [ACK] Seq=1871 Ack=1810 Win=262656 Len=0"
"245","1.808503","192.168.1.216","192.168.1.2","DCERPC","274","Alter_context: call_id: 3, Fragment: Single, 1 context items: DRSUAPI V4.0 (64bit NDR)"
"246","1.808654","192.168.1.2","192.168.1.216","DRSUAPI","258","DsBind response"
"247","1.808659","192.168.1.216","192.168.1.2","TCP","54","49688  >  88 [FIN, ACK] Seq=1871 Ack=1810 Win=262656 Len=0"
"248","1.808815","192.168.1.2","192.168.1.216","TCP","54","88  >  49688 [ACK] Seq=1810 Ack=1872 Win=2102272 Len=0"
"249","1.808821","192.168.1.2","192.168.1.216","DCERPC","159","Alter_context_resp: call_id: 3, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
"250","1.808899","192.168.1.2","192.168.1.216","TCP","54","88  >  49688 [RST, ACK] Seq=1810 Ack=1872 Win=0 Len=0"
"251","1.809004","192.168.1.216","192.168.1.2","DRSUAPI","322","DsCrackNames request"
"252","1.809271","192.168.1.216","192.168.1.2","DRSUAPI","258","DsBind request"
"253","1.809378","192.168.1.2","192.168.1.216","DRSUAPI","434","DsCrackNames response"
"254","1.809543","192.168.1.2","192.168.1.216","DRSUAPI","258","DsBind response"
"255","1.809568","192.168.1.216","192.168.1.2","DRSUAPI","322","DsCrackNames request"
"256","1.809871","192.168.1.216","192.168.1.2","DRSUAPI","322","DsCrackNames request"
"257","1.809881","192.168.1.2","192.168.1.216","DRSUAPI","402","DsCrackNames response"
"258","1.809925","192.168.1.216","192.168.1.2","TCP","1514","49668  >  389 [ACK] Seq=351 Ack=2774 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"259","1.809929","192.168.1.216","192.168.1.2","LDAP","651","bindRequest(4) ""<ROOT>"" sasl "
"260","1.810098","192.168.1.2","192.168.1.216","TCP","54","389  >  49668 [ACK] Seq=2774 Ack=2408 Win=2102272 Len=0"
"261","1.810102","192.168.1.216","192.168.1.2","DRSUAPI","194","DsUnbind request"
"262","1.810329","192.168.1.2","192.168.1.216","DRSUAPI","194","DsUnbind response"
"263","1.810405","192.168.1.2","192.168.1.216","DRSUAPI","434","DsCrackNames response"
"264","1.810605","192.168.1.216","192.168.1.2","DRSUAPI","194","DsUnbind request"
"265","1.810790","192.168.1.2","192.168.1.216","DRSUAPI","194","DsUnbind response"
"266","1.810918","192.168.1.2","192.168.1.216","LDAP","264","bindResponse(4) success "
"267","1.810990","192.168.1.216","192.168.1.2","EPM","222","Map request, DRSUAPI, 32bit NDR"
"268","1.811296","192.168.1.2","192.168.1.216","EPM","226","Map response, DRSUAPI, 32bit NDR"
"269","1.811788","192.168.1.216","192.168.1.2","TCP","1514","49677  >  49667 [ACK] Seq=3343 Ack=1462 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"270","1.811792","192.168.1.216","192.168.1.2","DCERPC","684","Alter_context: call_id: 9, Fragment: Single, 1 context items: DRSUAPI V4.0 (64bit NDR)"
"271","1.811951","192.168.1.2","192.168.1.216","TCP","54","49667  >  49677 [ACK] Seq=1462 Ack=5433 Win=2102272 Len=0"
"272","1.812371","192.168.1.2","192.168.1.216","DCERPC","286","Alter_context_resp: call_id: 9, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
"273","1.812611","192.168.1.216","192.168.1.2","DCERPC","274","Alter_context: call_id: 9, Fragment: Single, 1 context items: DRSUAPI V4.0 (64bit NDR)"
"274","1.812739","192.168.1.216","192.168.1.2","LDAP","97","SASL GSS-API Integrity: unbindRequest(5) "
"275","1.812959","192.168.1.2","192.168.1.216","TCP","54","389  >  49668 [RST, ACK] Seq=2984 Ack=2451 Win=0 Len=0"
"276","1.812969","192.168.1.216","192.168.1.2","TCP","54","49668  >  389 [FIN, ACK] Seq=2451 Ack=2984 Win=2102016 Len=0"
"277","1.813084","192.168.1.2","192.168.1.216","DCERPC","159","Alter_context_resp: call_id: 9, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
"278","1.813173","192.168.1.2","192.168.1.216","TCP","54","389  >  49668 [RST] Seq=2984 Win=0 Len=0"
"279","1.813337","192.168.1.216","192.168.1.2","DRSUAPI","258","DsBind request"
"280","1.813558","192.168.1.2","192.168.1.216","DRSUAPI","258","DsBind response"
"281","1.815125","192.168.1.216","192.168.1.2","CLDAP","243","searchRequest(12) ""<ROOT>"" baseObject "
"282","1.815421","192.168.1.2","192.168.1.216","CLDAP","236","searchResEntry(12) ""<ROOT>"" searchResDone(12) success  [1 result]"
"283","1.816227","192.168.1.216","192.168.1.2","DRSUAPI","338","Unknown operation 30 request"
"284","1.816515","192.168.1.2","192.168.1.216","DRSUAPI","210","Unknown operation 30 response"
"285","1.818632","192.168.1.216","192.168.1.2","DRSUAPI","194","DsUnbind request"
"286","1.818830","192.168.1.2","192.168.1.216","DRSUAPI","194","DsUnbind response"
"287","1.822142","192.168.1.216","192.168.1.2","TCP","66","49676  >  49676 [ACK] Seq=1993 Ack=1385 Win=261376 Len=0 SLE=385 SRE=1385"
"288","1.822180","192.168.1.216","192.168.1.2","TCP","66","49670  >  445 [ACK] Seq=4302 Ack=1177 Win=2100992 Len=0 SLE=909 SRE=1177"
"289","1.830321","192.168.1.216","192.168.1.2","SMB2","182","Ioctl Request FSCTL_DFS_GET_REFERRALS, File: "
"290","1.830701","192.168.1.2","192.168.1.216","SMB2","270","Ioctl Response FSCTL_DFS_GET_REFERRALS"
"291","1.837857","192.168.1.216","192.168.1.2","TCP","66","49686  >  389 [ACK] Seq=2751 Ack=3731 Win=261632 Len=0 SLE=3149 SRE=3731"
"292","1.837890","192.168.1.216","192.168.1.2","TCP","66","49681  >  49667 [ACK] Seq=3011 Ack=1090 Win=2101248 Len=0 SLE=950 SRE=1090"
"293","1.843801","192.168.1.216","192.168.1.2","SMB2","182","Ioctl Request FSCTL_DFS_GET_REFERRALS, File: "
"294","1.844207","192.168.1.2","192.168.1.216","SMB2","270","Ioctl Response FSCTL_DFS_GET_REFERRALS"
"295","1.853404","192.168.1.216","192.168.1.2","TCP","66","49677  >  49667 [ACK] Seq=6281 Ack=2299 Win=2101504 Len=0 SLE=2159 SRE=2299"
"296","1.864955","192.168.1.216","192.168.1.2","TCP","54","49674  >  135 [ACK] Seq=665 Ack=625 Win=262144 Len=0"
"297","1.884658","192.168.1.216","192.168.1.2","TCP","66","49670  >  445 [ACK] Seq=4558 Ack=1609 Win=2102272 Len=0 SLE=1393 SRE=1609"
"298","1.912712","192.168.1.216","192.168.1.2","TCP","66","49689  >  135 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"299","1.912945","192.168.1.2","192.168.1.216","TCP","66","135  >  49689 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"300","1.913150","192.168.1.216","192.168.1.2","TCP","54","49689  >  135 [ACK] Seq=1 Ack=1 Win=2102272 Len=0"
"301","1.914637","192.168.1.216","192.168.1.2","DCERPC","214","Bind: call_id: 2, Fragment: Single, 3 context items: EPMv4 V3.0 (32bit NDR), EPMv4 V3.0 (64bit NDR), EPMv4 V3.0 (6cb71c2c-9812-4540-0300-000000000000)"
"302","1.914784","192.168.1.2","192.168.1.216","DCERPC","162","Bind_ack: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 3 results: Provider rejection, Acceptance, Negotiate ACK"
"303","1.914984","192.168.1.216","192.168.1.2","EPM","222","Map request, DRSUAPI, 32bit NDR"
"304","1.915233","192.168.1.2","192.168.1.216","EPM","226","Map response, DRSUAPI, 32bit NDR"
"305","1.926469","192.168.1.216","192.168.1.2","TCP","66","49690  >  49667 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"306","1.926699","192.168.1.2","192.168.1.216","TCP","66","49667  >  49690 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"307","1.926861","192.168.1.216","192.168.1.2","TCP","54","49690  >  49667 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"308","1.927939","192.168.1.216","192.168.1.2","TCP","66","49691  >  88 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"309","1.928104","192.168.1.2","192.168.1.216","TCP","66","88  >  49691 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"310","1.928116","192.168.1.216","192.168.1.2","TCP","66","49692  >  389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"311","1.928275","192.168.1.216","192.168.1.2","TCP","54","49691  >  88 [ACK] Seq=1 Ack=1 Win=2102272 Len=0"
"312","1.928332","192.168.1.2","192.168.1.216","TCP","66","389  >  49692 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"313","1.928344","192.168.1.216","192.168.1.2","TCP","1514","49691  >  88 [ACK] Seq=1 Ack=1 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"314","1.928347","192.168.1.216","192.168.1.2","KRB5","448","TGS-REQ"
"315","1.928487","192.168.1.216","192.168.1.2","TCP","54","49692  >  389 [ACK] Seq=1 Ack=1 Win=2102272 Len=0"
"316","1.928556","192.168.1.2","192.168.1.216","TCP","54","88  >  49691 [ACK] Seq=1 Ack=1855 Win=2102272 Len=0"
"317","1.929587","192.168.1.2","192.168.1.216","TCP","1514","88  >  49691 [ACK] Seq=1 Ack=1855 Win=2102272 Len=1460 [TCP segment of a reassembled PDU]"
"318","1.929590","192.168.1.2","192.168.1.216","KRB5","387","TGS-REP"
"319","1.929719","192.168.1.216","192.168.1.2","TCP","54","49691  >  88 [ACK] Seq=1855 Ack=1794 Win=2102272 Len=0"
"320","1.929799","192.168.1.216","192.168.1.2","TCP","54","49691  >  88 [FIN, ACK] Seq=1855 Ack=1794 Win=2102272 Len=0"
"321","1.929910","192.168.1.2","192.168.1.216","TCP","54","88  >  49691 [ACK] Seq=1794 Ack=1856 Win=2102272 Len=0"
"322","1.929961","192.168.1.2","192.168.1.216","TCP","54","88  >  49691 [RST, ACK] Seq=1794 Ack=1856 Win=0 Len=0"
"323","1.930273","192.168.1.216","192.168.1.2","TCP","1514","49690  >  49667 [ACK] Seq=1 Ack=1 Win=262656 Len=1460 [TCP segment of a reassembled PDU]"
"324","1.930277","192.168.1.216","192.168.1.2","DCERPC","721","Bind: call_id: 2, Fragment: Single, 3 context items: DRSUAPI V4.0 (32bit NDR), DRSUAPI V4.0 (64bit NDR), DRSUAPI V4.0 (6cb71c2c-9812-4540-0300-000000000000)"
"325","1.930433","192.168.1.2","192.168.1.216","TCP","54","49667  >  49690 [ACK] Seq=1 Ack=2128 Win=2102272 Len=0"
"326","1.930986","192.168.1.2","192.168.1.216","DCERPC","338","Bind_ack: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 3 results: Provider rejection, Acceptance, Negotiate ACK"
"327","1.931603","192.168.1.216","192.168.1.2","DCERPC","274","Alter_context: call_id: 2, Fragment: Single, 1 context items: DRSUAPI V4.0 (64bit NDR)"
"328","1.931886","192.168.1.2","192.168.1.216","DCERPC","159","Alter_context_resp: call_id: 2, Fragment: Single, max_xmit: 5840 max_recv: 5840, 1 results: Acceptance"
"329","1.933460","192.168.1.216","192.168.1.2","DRSUAPI","322","DsBind request"
"330","1.933702","192.168.1.2","192.168.1.216","DRSUAPI","258","DsBind response"
"331","1.933923","192.168.1.216","192.168.1.2","DRSUAPI","482","DsWriteAccountSpn request"
"332","1.934285","192.168.1.216","192.168.1.2","TCP","54","49692  >  389 [FIN, ACK] Seq=1 Ack=1 Win=2102272 Len=0"
"333","1.934360","192.168.1.216","192.168.1.2","LDAP","269","SASL GSS-API Privacy: payload (151 bytes)"
"334","1.934442","192.168.1.2","192.168.1.216","TCP","54","389  >  49692 [ACK] Seq=1 Ack=2 Win=2102272 Len=0"
"335","1.934511","192.168.1.2","192.168.1.216","TCP","54","389  >  49692 [RST, ACK] Seq=1 Ack=2 Win=0 Len=0"
"336","1.934641","192.168.1.2","192.168.1.216","LDAP","143","SASL GSS-API Privacy: payload (25 bytes)"
"337","1.934702","192.168.1.2","192.168.1.216","DRSUAPI","178","DsWriteAccountSpn response"
"338","1.934874","192.168.1.216","192.168.1.2","DRSUAPI","450","DsWriteAccountSpn request"
"339","1.935262","192.168.1.2","192.168.1.216","DRSUAPI","178","DsWriteAccountSpn response"
"340","1.935491","192.168.1.216","192.168.1.2","DRSUAPI","194","DsUnbind request"
"341","1.935642","192.168.1.2","192.168.1.216","DRSUAPI","194","DsUnbind response"
"342","1.943888","192.168.1.216","192.168.1.2","DNS","131","Standard query 0x7dff SRV _ldap._tcp.Default-First-Site-Name._sites.DomainDnsZones.spoonwatch.net"
"343","1.944227","192.168.1.2","192.168.1.216","DNS","195","Standard query response 0x7dff SRV _ldap._tcp.Default-First-Site-Name._sites.DomainDnsZones.spoonwatch.net SRV 0 100 389 spoonwatch-dc.spoonwatch.net A 192.168.1.2"
"344","1.947204","192.168.1.216","192.168.1.2","TCP","66","49689  >  135 [ACK] Seq=329 Ack=281 Win=2102016 Len=0 SLE=109 SRE=281"
"345","1.974443","192.168.1.216","192.168.1.2","TCP","54","49686  >  389 [ACK] Seq=2966 Ack=3820 Win=261632 Len=0"
"346","1.978857","192.168.1.216","192.168.1.2","TCP","66","49690  >  49667 [ACK] Seq=3580 Ack=982 Win=261632 Len=0 SLE=842 SRE=982"
"347","1.985261","192.168.1.216","192.168.1.2","CLDAP","243","searchRequest(13) ""<ROOT>"" baseObject "
"348","1.985596","192.168.1.2","192.168.1.216","CLDAP","236","searchResEntry(13) ""<ROOT>"" searchResDone(13) success  [1 result]"
"349","2.099331","ASUSTekC_32:58:f9","Broadcast","ARP","42","Who has 192.168.1.216? (ARP Probe)"
"350","2.099911","192.168.1.216","192.168.1.2","TCP","66","49693  >  389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"351","2.100212","192.168.1.2","192.168.1.216","TCP","66","389  >  49693 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"352","2.100519","192.168.1.216","192.168.1.2","TCP","54","49693  >  389 [ACK] Seq=1 Ack=1 Win=2102272 Len=0"
"353","2.101179","192.168.1.216","192.168.1.2","TCP","54","49693  >  389 [FIN, ACK] Seq=1 Ack=1 Win=2102272 Len=0"
"354","2.101291","192.168.1.216","192.168.1.2","LDAP","269","SASL GSS-API Privacy: payload (151 bytes)"
"355","2.101350","192.168.1.2","192.168.1.216","TCP","54","389  >  49693 [ACK] Seq=1 Ack=2 Win=2102272 Len=0"
"356","2.101506","192.168.1.2","192.168.1.216","TCP","54","389  >  49693 [RST, ACK] Seq=1 Ack=2 Win=0 Len=0"
"357","2.101717","192.168.1.2","192.168.1.216","LDAP","143","SASL GSS-API Privacy: payload (25 bytes)"
"358","2.101964","192.168.1.216","192.168.1.2","DNS","116","Standard query 0x89d4 SRV _ldap._tcp.Default-First-Site-Name._sites.spoonwatch.net"
"359","2.102148","192.168.1.2","192.168.1.216","DNS","180","Standard query response 0x89d4 SRV _ldap._tcp.Default-First-Site-Name._sites.spoonwatch.net SRV 0 100 389 spoonwatch-dc.spoonwatch.net A 192.168.1.2"
"360","2.102572","192.168.1.216","192.168.1.2","CLDAP","264","searchRequest(14) ""<ROOT>"" baseObject "
"361","2.102771","192.168.1.2","192.168.1.216","CLDAP","232","searchResEntry(14) ""<ROOT>"" searchResDone(14) success  [1 result]"
"362","2.177547","192.168.1.216","192.168.1.2","TCP","54","49686  >  389 [ACK] Seq=3181 Ack=3909 Win=261632 Len=0"
"363","2.208949","192.168.1.216","192.168.1.2","TCP","66","49694  >  389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"364","2.209157","192.168.1.2","192.168.1.216","TCP","66","389  >  49694 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"365","2.209353","192.168.1.216","192.168.1.2","TCP","54","49694  >  389 [ACK] Seq=1 Ack=1 Win=2102272 Len=0"
"366","2.224392","192.168.1.216","192.168.1.1","NBNS","110","Registration NB SPOONWATCH<00>"
"367","2.224463","192.168.1.216","192.168.1.1","NBNS","110","Registration NB DESKTOP-GXNYNO2<00>"
"368","2.233967","192.168.1.216","192.168.1.2","TCP","54","49694  >  389 [FIN, ACK] Seq=1 Ack=1 Win=2102272 Len=0"
"369","2.233987","192.168.1.216","192.168.1.2","DNS","88","Standard query 0xbb28 A SPOONWATCH-DC.spoonwatch.net"
"370","2.234109","192.168.1.216","192.168.1.2","LDAP","268","SASL GSS-API Privacy: payload (150 bytes)"
"371","2.234159","192.168.1.2","192.168.1.216","TCP","54","389  >  49694 [ACK] Seq=1 Ack=2 Win=2102272 Len=0"
"372","2.234339","192.168.1.2","192.168.1.216","TCP","54","389  >  49694 [RST, ACK] Seq=1 Ack=2 Win=0 Len=0"
"373","2.234486","192.168.1.2","192.168.1.216","LDAP","232","SASL GSS-API Privacy: payload (114 bytes)"
"374","2.234612","192.168.1.2","192.168.1.216","DNS","104","Standard query response 0xbb28 A SPOONWATCH-DC.spoonwatch.net A 192.168.1.2"
"375","2.235150","192.168.1.216","192.168.1.2","TCP","66","49695  >  389 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
